Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_list_price,Item_sale_price,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,average_product_rating,total_number_reviews,Scaled_Reviews,Comments,Item_Outlet_Sales,,,,New Metrics Track
FDF52,9.3,Low Fat,0.067055339,Frozen Foods,184.2292,184.2292,OUT018,2009,Medium,Tier 3,Supermarket Type2,,,0,,1277.0044,,,,
FDZ33,10.195,Low Fat,0.107376743,Snack Foods,147.6076,147.6076,OUT035,2004,Small,Tier 2,Supermarket Type1,,,0,,3547.3824,,,,
FDP48,,Regular,0.043810028,Baking Goods,181.395,181.395,OUT027,1985,Medium,Tier 3,Supermarket Type3,5 out of 5,1,100,,6042.135,,,,
FDW56,7.68,Low Fat,0.118672537,Fruits and Vegetables,192.2162,192.2162,OUT010,1998,,Tier 3,Grocery Store,,,0,,384.8324,,,,
FDC26,10.195,Low Fat,0.126897925,Canned,110.6886,110.6886,OUT018,2009,Medium,Tier 3,Supermarket Type2,,,0,,1223.0746,,,,
FDF34,9.3,Regular,0.014076503,Snack Foods,200.0084,200.0084,OUT018,2009,Medium,Tier 3,Supermarket Type2,,,0,,2182.4924,,,,
FDJ33,8.895,Regular,0.088305478,Snack Foods,123.473,123.473,OUT035,2004,Small,Tier 2,Supermarket Type1,,,0,,1478.076,,,,
FDD04,16,Low Fat,0.090153756,Dairy,143.2154,143.2154,OUT045,2002,,Tier 2,Supermarket Type1,,,0,,1418.154,,,,
NCJ31,19.2,Low Fat,0.182501773,Others,239.2196,239.2196,OUT013,1987,High,Tier 3,Supermarket Type1,,,0,,5061.4116,,,,
FDO57,20.75,Low Fat,0.108710162,Snack Foods,161.7578,161.7578,OUT046,1997,Small,Tier 1,Supermarket Type1,,,0,,2888.2404,,,,
FDM36,,Regular,0.058446424,Baking Goods,172.1422,172.1422,OUT027,1985,Medium,Tier 3,Supermarket Type3,,,0,,5518.1504,,,,
NCY05,13.5,Low Fat,0.054990009,Health and Hygiene,35.2874,35.2874,OUT046,1997,Small,Tier 1,Supermarket Type1,,,0,,741.0354,,,,
FDS44,,Regular,0.15528831,Fruits and Vegetables,241.7538,241.7538,OUT027,1985,Medium,Tier 3,Supermarket Type3,,,0,,9133.4444,,,,
FDZ39,19.7,Regular,0.018021361,Meat,101.199,101.199,OUT035,2004,Small,Tier 2,Supermarket Type1,,,0,,1857.582,,,,
NCM31,6.095,Low Fat,0.0816559,Others,143.3154,143.3154,OUT017,2007,,Tier 2,Supermarket Type1,,,0,,2836.308,,,,
DRK11,8.21,Low Fat,0.010755465,Hard Drinks,150.8392,150.8392,OUT013,1987,High,Tier 3,Supermarket Type1,4.7 out of 5,192,19200,,2982.784,,,,
FDO34,17.7,Low Fat,0.050111641,Snack Foods,165.9816,165.9816,OUT010,1998,,Tier 3,Grocery Store,5 out of 5,1,100,,167.7816,,,,
NCL30,18.1,Low Fat,0.048931174,Household,127.3336,127.3336,OUT035,2004,Small,Tier 2,Supermarket Type1,,,0,,1150.5024,,,,
FDK28,5.695,Low Fat,0.065960909,Frozen Foods,259.2646,259.2646,OUT017,2007,,Tier 2,Supermarket Type1,4.7 out of 5,82,8200,,9275.9256,,,,
DRJ39,20.25,Low Fat,0.036319195,Dairy,219.3482,219.3482,OUT035,2004,Small,Tier 2,Supermarket Type1,4.7 out of 5,27,2700,,5038.1086,,,,
NCP06,,Low Fat,0.039055756,Household,152.3366,152.3366,OUT027,1985,Medium,Tier 3,Supermarket Type3,,,0,,2115.9124,,,,
FDE33,,Regular,0.049395242,Fruits and Vegetables,80.3644,80.3644,OUT027,1985,Medium,Tier 3,Supermarket Type3,4.2 out of 5,12,1200,,1885.5456,,,,
FDZ44,8.185,Low Fat,0.038789271,Fruits and Vegetables,115.6808,115.6808,OUT049,1999,Medium,Tier 1,Supermarket Type1,,,0,,703.0848,,,,
FDV46,18.2,Low Fat,0.012659235,Snack Foods,140.718,140.718,OUT018,2009,Medium,Tier 3,Supermarket Type2,,,0,,2656.542,,,,
NCO06,19.25,LF,0.108010006,Household,33.3558,33.3558,OUT035,2004,Small,Tier 2,Supermarket Type1,,,0,,713.0718,,,,
DRG03,14.5,Low Fat,0.061934991,Dairy,154.4998,154.4998,OUT013,1987,High,Tier 3,Supermarket Type1,,,0,,1691.7978,,,,
FDU37,9.5,Regular,0.104421237,Canned,80.196,80.196,OUT013,1987,High,Tier 3,Supermarket Type1,,,0,,2157.192,,,,
FDI57,19.85,Low Fat,0.053980686,Seafood,196.8768,196.8768,OUT013,1987,High,Tier 3,Supermarket Type1,4.5 out of 5,76,7600,,2561.9984,,,,
FDM45,8.655,Regular,0.088121336,Snack Foods,119.7756,119.7756,OUT013,1987,High,Tier 3,Supermarket Type1,5 out of 5,2,200,,2059.9852,,,,
FDC26,10.195,Low Fat,0.126359196,Canned,109.2886,109.2886,OUT035,2004,Small,Tier 2,Supermarket Type1,,,0,,1334.2632,,,,
FDU14,,Low Fat,0.034584356,Dairy,248.375,248.375,OUT027,1985,Medium,Tier 3,Supermarket Type3,,,0,,10236.675,,,,
FDB26,14,reg,0.031267496,Canned,51.464,51.464,OUT046,1997,Small,Tier 1,Supermarket Type1,,,0,,692.432,,,,
FDC29,8.39,Regular,0.024304264,Frozen Foods,114.0176,114.0176,OUT018,2009,Medium,Tier 3,Supermarket Type2,,,0,,1488.7288,,,,
FDY58,11.65,Low Fat,0.040144377,Snack Foods,228.9694,228.9694,OUT017,2007,,Tier 2,Supermarket Type1,4.5 out of 5,"2,570",257000,,6622.7126,,,,
FDR59,14.5,Regular,0.063851475,Breads,260.4594,260.4594,OUT035,2004,Small,Tier 2,Supermarket Type1,3 out of 5,2,200,,3139.9128,,,,
FDS03,,Low Fat,0.079243005,Meat,65.8826,65.8826,OUT027,1985,Medium,Tier 3,Supermarket Type3,4.8 out of 5,112,11200,,1614.565,,,,
FDR43,18.2,Low Fat,0.161355122,Fruits and Vegetables,38.319,38.319,OUT013,1987,High,Tier 3,Supermarket Type1,,,0,,585.904,,,,
FDZ25,,Regular,0.02748331,Canned,169.379,169.379,OUT027,1985,Medium,Tier 3,Supermarket Type3,,,0,,5602.707,,,,
NCN26,10.85,Low Fat,0.028738058,Household,117.1808,117.1808,OUT045,2002,,Tier 2,Supermarket Type1,4.1 out of 5,15,1500,,703.0848,,,,
FDO38,17.25,Low Fat,0.073135768,Canned,77.2986,77.2986,OUT018,2009,Medium,Tier 3,Supermarket Type2,3.9 out of 5,158,15800,,1012.6818,,,,
FDP28,13.65,Regular,0.081096613,Frozen Foods,261.2936,261.2936,OUT017,2007,,Tier 2,Supermarket Type1,4.9 out of 5,7,700,,3131.9232,,,,
FDG31,12.15,Low Fat,0.063430788,Meat,65.4826,65.4826,OUT010,1998,,Tier 3,Grocery Store,,,0,,258.3304,,,,
FDI45,13.1,LF,0.037549969,Fruits and Vegetables,176.1054,176.1054,OUT013,1987,High,Tier 3,Supermarket Type1,,,0,,4027.4242,,,,
NCS54,13.6,Low Fat,0.016726506,Household,176.037,176.037,OUT010,1998,,Tier 3,Grocery Store,,,0,,352.874,,,,
FDE17,20.1,Regular,0.054565932,Frozen Foods,152.2366,152.2366,OUT045,2002,,Tier 2,Supermarket Type1,,,0,,2418.1856,,,,
NCG06,16.35,Low Fat,0.029445361,Household,257.6646,257.6646,OUT046,1997,Small,Tier 1,Supermarket Type1,4.2 out of 5,6,600,,2061.3168,,,,
FDQ57,,Low Fat,0.048932713,Snack Foods,144.476,144.476,OUT019,1985,Small,Tier 1,Grocery Store,4.7 out of 5,10,1000,,146.476,,,,
NCB31,6.235,Low Fat,0.118651919,Household,263.991,263.991,OUT035,2004,Small,Tier 2,Supermarket Type1,5 out of 5,2,200,,4207.856,,,,
NCP29,8.42,Low Fat,0.112728355,Health and Hygiene,65.8168,65.8168,OUT018,2009,Medium,Tier 3,Supermarket Type2,,,0,,830.9184,,,,
NCX29,,Low Fat,0.156094569,Health and Hygiene,144.3102,144.3102,OUT019,1985,Small,Tier 1,Grocery Store,,,0,,145.8102,,,,
FDU37,9.5,Regular,0.104933928,Canned,78.796,78.796,OUT018,2009,Medium,Tier 3,Supermarket Type2,,,0,,1198.44,,,,
FDM02,12.5,Regular,0.12341737,Canned,86.0198,86.0198,OUT010,1998,,Tier 3,Grocery Store,,,0,,87.2198,,,,
FDN16,12.6,Regular,0.062700289,Frozen Foods,102.199,102.199,OUT046,1997,Small,Tier 1,Supermarket Type1,,,0,,1960.781,,,,
FDR46,16.85,Low Fat,0.139417654,Snack Foods,147.476,147.476,OUT046,1997,Small,Tier 1,Supermarket Type1,,,0,,2929.52,,,,
FDE50,,Regular,0.01612717,Canned,189.3556,189.3556,OUT027,1985,Medium,Tier 3,Supermarket Type3,4 out of 5,1,100,,2253.0672,,,,
FDL52,6.635,reg,0.077145553,Frozen Foods,39.8506,39.8506,OUT010,1998,,Tier 3,Grocery Store,,,0,,75.9012,,,,
FDQ49,20.2,Regular,0.039215075,Breakfast,157.663,157.663,OUT013,1987,High,Tier 3,Supermarket Type1,5 out of 5,2,200,,2190.482,,,,
FDI14,14.1,Low Fat,0.089859642,Canned,140.2496,140.2496,OUT045,2002,,Tier 2,Supermarket Type1,,,0,,1693.7952,,,,
FDS16,15.15,Regular,0.066121873,Frozen Foods,145.676,145.676,OUT013,1987,High,Tier 3,Supermarket Type1,,,0,,3661.9,,,,
FDU15,13.65,Regular,0.026643448,Meat,37.9532,37.9532,OUT049,1999,Medium,Tier 1,Supermarket Type1,,,0,,862.8768,,,,
NCG43,,Low Fat,0.073879939,Household,94.0462,94.0462,OUT027,1985,Medium,Tier 3,Supermarket Type3,,,0,,1850.924,,,,
FDR23,,Low Fat,0.08139146,Breads,177.837,177.837,OUT027,1985,Medium,Tier 3,Supermarket Type3,,,0,,6351.732,,,,
FDS52,,Low Fat,0.005448005,Frozen Foods,102.1016,102.1016,OUT027,1985,Medium,Tier 3,Supermarket Type3,,,0,,3542.056,,,,
NCP18,12.15,Low Fat,0.028714747,Household,151.9708,151.9708,OUT018,2009,Medium,Tier 3,Supermarket Type2,5 out of 5,,0,,3611.2992,,,,
DRF23,,Low Fat,0.122058364,Hard Drinks,172.8396,172.8396,OUT027,1985,Medium,Tier 3,Supermarket Type3,4.8 out of 5,4,400,,7152.0236,,,,
FDO09,13.5,Regular,0.125528734,Snack Foods,262.191,262.191,OUT045,2002,,Tier 2,Supermarket Type1,2.5 out of 5,2,200,,6048.793,,,,
FDB40,17.5,Regular,0.007555176,Dairy,145.9102,145.9102,OUT045,2002,,Tier 2,Supermarket Type1,4.5 out of 5,11,1100,,2187.153,,,,
DRK37,,Low Fat,0.077046505,Soft Drinks,189.453,189.453,OUT019,1985,Small,Tier 1,Grocery Store,4.4 out of 5,23,2300,,759.012,,,,
DRN11,7.85,Low Fat,0.162980276,Hard Drinks,145.2444,145.2444,OUT046,1997,Small,Tier 1,Supermarket Type1,5 out of 5,,0,,1451.444,,,,
FDE22,9.695,Low Fat,0.029632784,Snack Foods,159.692,159.692,OUT045,2002,,Tier 2,Supermarket Type1,4.5 out of 5,2,200,,958.752,,,,
FDF04,17.5,Low Fat,0.013634468,Frozen Foods,256.4304,256.4304,OUT035,2004,Small,Tier 2,Supermarket Type1,4.6 out of 5,151,15100,,1808.3128,,,,
FDE41,9.195,Regular,0.064376263,Frozen Foods,83.1566,83.1566,OUT017,2007,,Tier 2,Supermarket Type1,5 out of 5,,0,,1099.2358,,,,
FDW08,,LF,0.147663025,Fruits and Vegetables,106.028,106.028,OUT027,1985,Medium,Tier 3,Supermarket Type3,4.2 out of 5,327,32700,,1810.976,,,,
NCD54,21.1,Low Fat,0.029003459,Household,143.4786,143.4786,OUT035,2004,Small,Tier 2,Supermarket Type1,4.5 out of 5,6,600,,2311.6576,,,,
FDZ33,10.195,low fat,0.107834541,Snack Foods,146.5076,146.5076,OUT018,2009,Medium,Tier 3,Supermarket Type2,,,0,,1330.2684,,,,
FDO23,17.85,Low Fat,0.146399663,Breads,93.8436,93.8436,OUT035,2004,Small,Tier 2,Supermarket Type1,,,0,,1418.154,,,,
FDN34,15.6,Regular,0.04575559,Snack Foods,167.1132,167.1132,OUT035,2004,Small,Tier 2,Supermarket Type1,4 out of 5,2,200,,2874.9244,,,,
FDL39,16.1,Regular,0.063278652,Dairy,182.1318,182.1318,OUT013,1987,High,Tier 3,Supermarket Type1,5 out of 5,8,800,,2345.6134,,,,
FDT28,13.3,Low Fat,0.063664998,Frozen Foods,151.6708,151.6708,OUT049,1999,Medium,Tier 1,Supermarket Type1,5 out of 5,,0,,3912.2408,,,,
FDH33,12.85,Low Fat,0.122221269,Snack Foods,45.9428,45.9428,OUT018,2009,Medium,Tier 3,Supermarket Type2,,,0,,1274.3412,,,,
FDA34,11.5,Low Fat,0.014944614,Starchy Foods,171.808,171.808,OUT017,2007,,Tier 2,Supermarket Type1,5 out of 5,2,200,,5712.564,,,,
FDZ56,16.25,Low Fat,0.025732114,Fruits and Vegetables,166.4474,166.4474,OUT035,2004,Small,Tier 2,Supermarket Type1,5 out of 5,,0,,5390.3168,,,,
DRH23,14.65,Low Fat,0.171281641,Hard Drinks,54.0614,54.0614,OUT017,2007,,Tier 2,Supermarket Type1,4.2 out of 5,6,600,,1160.4894,,,,
NCO18,13.15,Low Fat,0.024646608,Household,177.4686,177.4686,OUT035,2004,Small,Tier 2,Supermarket Type1,5 out of 5,,0,,5510.8266,,,,
DRG27,8.895,Low Fat,0,Dairy,42.0138,42.0138,OUT018,2009,Medium,Tier 3,Supermarket Type2,4 out of 5,2,200,,568.5932,,,,
FDM28,15.7,Low Fat,0.075661985,Frozen Foods,181.366,181.366,OUT010,1998,,Tier 3,Grocery Store,,,0,,179.766,,,,
NCY41,16.75,Low Fat,0.126765903,Health and Hygiene,35.7532,35.7532,OUT010,1998,,Tier 3,Grocery Store,,,0,,143.8128,,,,
FDD21,10.3,Regular,0.030563449,Fruits and Vegetables,114.4176,114.4176,OUT035,2004,Small,Tier 2,Supermarket Type1,5 out of 5,,0,,2633.9048,,,,
FDD44,8.05,Regular,0.078522357,Fruits and Vegetables,257.1646,257.1646,OUT049,1999,Medium,Tier 1,Supermarket Type1,5 out of 5,,0,,6183.9504,,,,
FDP16,18.6,Low Fat,0.039294854,Frozen Foods,246.6802,246.6802,OUT046,1997,Small,Tier 1,Supermarket Type1,,,0,,2702.4822,,,,
FDQ37,20.75,Low Fat,0.089260667,Breakfast,193.4478,193.4478,OUT046,1997,Small,Tier 1,Supermarket Type1,,,0,,4843.695,,,,
NCY05,13.5,Low Fat,0.05510153,Health and Hygiene,37.0874,37.0874,OUT045,2002,,Tier 2,Supermarket Type1,5 out of 5,,0,,952.7598,,,,
NCE07,8.18,low fat,0.013127548,Household,142.0154,142.0154,OUT035,2004,Small,Tier 2,Supermarket Type1,,,0,,1985.4156,,,,
DRI51,17.25,Low Fat,0.042233642,Dairy,173.3764,173.3764,OUT035,2004,Small,Tier 2,Supermarket Type1,4.5 out of 5,98,9800,,2061.3168,,,,
NCI31,20,Low Fat,0.081492092,Others,35.519,35.519,OUT045,2002,,Tier 2,Supermarket Type1,4.7 out of 5,149,14900,,1025.332,,,,
FDK60,16.5,Regular,0,Baking Goods,96.2068,96.2068,OUT046,1997,Small,Tier 1,Supermarket Type1,5 out of 5,3,300,,3013.4108,,,,
FDY12,9.8,Regular,0.14061104,Baking Goods,49.8008,49.8008,OUT046,1997,Small,Tier 1,Supermarket Type1,4.4 out of 5,32,3200,,809.6128,,,,
FDO38,17.25,Low Fat,0.072952298,Canned,76.0986,76.0986,OUT049,1999,Medium,Tier 1,Supermarket Type1,5 out of 5,6,600,,623.1888,,,,
FDP11,15.85,Low Fat,0.069087481,Breads,218.7166,218.7166,OUT035,2004,Small,Tier 2,Supermarket Type1,4.8 out of 5,25,2500,,1088.583,,,,
FDC21,,Regular,0.075215349,Fruits and Vegetables,108.4254,108.4254,OUT019,1985,Small,Tier 1,Grocery Store,4 out of 5,,0,,217.0508,,,,
NCF54,18,Low Fat,0.047645037,Household,172.6422,172.6422,OUT017,2007,,Tier 2,Supermarket Type1,5 out of 5,2,200,,2931.5174,,,,
FDC35,,Low Fat,0.122242847,Starchy Foods,207.5638,207.5638,OUT027,1985,Medium,Tier 3,Supermarket Type3,4.7 out of 5,3,300,,4555.4036,,,,
FDV43,16,Low Fat,0.076975118,Fruits and Vegetables,46.2086,46.2086,OUT049,1999,Medium,Tier 1,Supermarket Type1,5 out of 5,,0,,490.6946,,,,
DRE12,4.59,Low Fat,0.070890602,Soft Drinks,111.686,111.686,OUT049,1999,Medium,Tier 1,Supermarket Type1,4.3 out of 5,23,2300,,1584.604,,,,
DRE27,11.85,Low Fat,0.132560174,Dairy,97.2726,97.2726,OUT013,1987,High,Tier 3,Supermarket Type1,5 out of 5,3,300,,782.9808,,,,
DRC36,,Regular,0.044767032,Soft Drinks,173.7054,173.7054,OUT027,1985,Medium,Tier 3,Supermarket Type3,4.3 out of 5,31,3100,,5778.4782,,,,
FDZ38,,Low Fat,0.007962273,Dairy,174.0422,174.0422,OUT027,1985,Medium,Tier 3,Supermarket Type3,3.7 out of 5,3,300,,5173.266,,,,
NCW42,18.2,LF,0.058799705,Household,220.7456,220.7456,OUT017,2007,,Tier 2,Supermarket Type1,4.1 out of 5,79,7900,,4420.912,,,,
NCZ18,7.825,low fat,0.186445212,Household,255.5698,255.5698,OUT045,2002,,Tier 2,Supermarket Type1,4.5 out of 5,2,200,,1522.0188,,,,
FDL13,,Regular,0.098606543,Breakfast,232.73,232.73,OUT019,1985,Small,Tier 1,Grocery Store,,,0,,932.12,,,,
NCN18,8.895,Low Fat,0.125222705,Household,113.3544,113.3544,OUT018,2009,Medium,Tier 3,Supermarket Type2,3.3 out of 5,69,6900,,1006.6896,,,,
FDI41,18.5,reg,0.062609071,Frozen Foods,148.6418,148.6418,OUT017,2007,,Tier 2,Supermarket Type1,4.5 out of 5,4,400,,1765.7016,,,,
FDV22,14.85,Regular,0.009930514,Snack Foods,157.463,157.463,OUT013,1987,High,Tier 3,Supermarket Type1,5 out of 5,,0,,2503.408,,,,
NCB43,,Low Fat,0.099428487,Household,187.8898,187.8898,OUT027,1985,Medium,Tier 3,Supermarket Type3,,,0,,7296.5022,,,,
FDQ46,7.51,Low Fat,0.103793399,Snack Foods,110.1544,110.1544,OUT035,2004,Small,Tier 2,Supermarket Type1,5 out of 5,,0,,2684.5056,,,,
FDC44,15.6,Low Fat,0,Fruits and Vegetables,111.9518,111.9518,OUT049,1999,Medium,Tier 1,Supermarket Type1,,,0,,2163.1842,,,,
FDB22,8.02,Low Fat,0.111419588,Snack Foods,154.3998,154.3998,OUT035,2004,Small,Tier 2,Supermarket Type1,4.5 out of 5,40,4000,,3383.5956,,,,
FDV23,11,Low Fat,0.106051405,Breads,124.4046,124.4046,OUT045,2002,,Tier 2,Supermarket Type1,,,0,,2241.0828,,,,
FDK10,,Regular,0.04016342,Snack Foods,181.166,181.166,OUT027,1985,Medium,Tier 3,Supermarket Type3,,,0,,3415.554,,,,
FDF05,17.5,Low Fat,0.026925385,Frozen Foods,264.391,264.391,OUT045,2002,,Tier 2,Supermarket Type1,,,0,,5259.82,,,,
FDL33,7.235,Low Fat,0.099962524,Snack Foods,193.8452,193.8452,OUT046,1997,Small,Tier 1,Supermarket Type1,4 out of 5,4,400,,1957.452,,,,
FDD20,,Low Fat,0.020614212,Fruits and Vegetables,126.4046,126.4046,OUT027,1985,Medium,Tier 3,Supermarket Type3,4 out of 5,8,800,,5353.6978,,,,
NCM54,,Low Fat,0.050692386,Household,125.6678,125.6678,OUT027,1985,Medium,Tier 3,Supermarket Type3,,,0,,4832.3764,,,,
FDW48,18,Low Fat,0.008589133,Baking Goods,81.0618,81.0618,OUT017,2007,,Tier 2,Supermarket Type1,4.2 out of 5,5,500,,1450.1124,,,,
DRF36,16.1,Low Fat,0.023673342,Soft Drinks,189.0846,189.0846,OUT018,2009,Medium,Tier 3,Supermarket Type2,5 out of 5,,0,,5350.3688,,,,
NCM06,7.475,LF,0.075881475,Household,155.2656,155.2656,OUT045,2002,,Tier 2,Supermarket Type1,5 out of 5,,0,,2934.8464,,,,
NCA54,16.5,Low Fat,0.061330521,Household,178.7318,178.7318,OUT010,1998,,Tier 3,Grocery Store,5 out of 5,,0,,360.8636,,,,
FDT46,11.35,Low Fat,0.030869612,Snack Foods,49.8008,49.8008,OUT045,2002,,Tier 2,Supermarket Type1,4.8 out of 5,10,1000,,708.4112,,,,
FDH20,16.1,Regular,0.024944396,Fruits and Vegetables,95.441,95.441,OUT035,2004,Small,Tier 2,Supermarket Type1,4.6 out of 5,19,1900,,2220.443,,,,
FDT38,18.7,Low Fat,0.057654132,Dairy,83.1566,83.1566,OUT045,2002,,Tier 2,Supermarket Type1,4.7 out of 5,16,1600,,1606.5754,,,,
NCI17,8.645,Low Fat,0.143713508,Health and Hygiene,96.641,96.641,OUT045,2002,,Tier 2,Supermarket Type1,4.6 out of 5,37,3700,,868.869,,,,
FDO40,17.1,Low Fat,0.032812669,Frozen Foods,147.1392,147.1392,OUT017,2007,,Tier 2,Supermarket Type1,4.8 out of 5,76,7600,,2237.088,,,,
FDP12,9.8,Regular,0.045266806,Baking Goods,36.9874,36.9874,OUT046,1997,Small,Tier 1,Supermarket Type1,5 out of 5,,0,,705.748,,,,
FDI44,,Low Fat,0.099747488,Fruits and Vegetables,75.2328,75.2328,OUT027,1985,Medium,Tier 3,Supermarket Type3,5 out of 5,2,200,,1544.656,,,,
FDB21,,Low Fat,0,Fruits and Vegetables,242.9854,242.9854,OUT027,1985,Medium,Tier 3,Supermarket Type3,5 out of 5,2,200,,6767.1912,,,,
FDG16,15.25,Low Fat,0.089742065,Frozen Foods,213.7192,213.7192,OUT013,1987,High,Tier 3,Supermarket Type1,5 out of 5,2,200,,1078.596,,,,
NCZ42,10.5,Low Fat,0.011351778,Household,236.5248,236.5248,OUT017,2007,,Tier 2,Supermarket Type1,4.8 out of 5,4,400,,4029.4216,,,,
NCJ30,5.82,LF,0.081096613,Household,170.379,170.379,OUT017,2007,,Tier 2,Supermarket Type1,4.8 out of 5,4,400,,1018.674,,,,
FDV49,10,Low Fat,0.025827199,Canned,263.2226,263.2226,OUT046,1997,Small,Tier 1,Supermarket Type1,4.8 out of 5,25,2500,,3700.5164,,,,
NCO43,5.5,LF,0,Others,103.1016,103.1016,OUT045,2002,,Tier 2,Supermarket Type1,5 out of 5,4,400,,2024.032,,,,
NCF18,18.35,Low Fat,0.148938624,Household,191.9504,191.9504,OUT010,1998,,Tier 3,Grocery Store,4.6 out of 5,14,1400,,767.0016,,,,
NCX41,19,Low Fat,0,Health and Hygiene,211.0244,211.0244,OUT010,1998,,Tier 3,Grocery Store,5 out of 5,8,800,,1482.0708,,,,
FDY11,6.71,Regular,0.029535852,Baking Goods,67.5142,67.5142,OUT013,1987,High,Tier 3,Supermarket Type1,4.7 out of 5,36,3600,,593.2278,,,,
FDU46,10.3,Regular,0.011143599,Snack Foods,88.254,88.254,OUT049,1999,Medium,Tier 1,Supermarket Type1,4.7 out of 5,36,3600,,1125.202,,,,
NCI18,18.35,Low Fat,0.014045832,Household,222.7746,222.7746,OUT049,1999,Medium,Tier 1,Supermarket Type1,,,0,,1570.6222,,,,
FDL38,13.8,reg,0.014730322,Canned,90.9172,90.9172,OUT035,2004,Small,Tier 2,Supermarket Type1,4.3 out of 5,3,300,,2141.2128,,,,
FDY60,10.5,Regular,0.026520107,Baking Goods,144.8128,144.8128,OUT017,2007,,Tier 2,Supermarket Type1,5 out of 5,,0,,2157.192,,,,
FDF53,20.75,Regular,0.083736551,Frozen Foods,178.7318,178.7318,OUT049,1999,Medium,Tier 1,Supermarket Type1,4.9 out of 5,11,1100,,3428.2042,,,,
NCM05,,Low Fat,0.059557164,Health and Hygiene,263.7226,263.7226,OUT027,1985,Medium,Tier 3,Supermarket Type3,4.8 out of 5,6,600,,6872.3876,,,,
FDR13,9.895,Regular,0.028837829,Canned,117.8492,117.8492,OUT018,2009,Medium,Tier 3,Supermarket Type2,4.7 out of 5,3,300,,1506.0396,,,,
FDA49,,Low Fat,0.113669629,Canned,89.0198,89.0198,OUT019,1985,Small,Tier 1,Grocery Store,4.7 out of 5,3,300,,174.4396,,,,
FDY52,,Low Fat,0.012865901,Frozen Foods,59.3536,59.3536,OUT019,1985,Small,Tier 1,Grocery Store,5 out of 5,,0,,122.5072,,,,
FDL02,,Regular,0.182236555,Canned,107.1622,107.1622,OUT019,1985,Small,Tier 1,Grocery Store,4.7 out of 5,18,1800,,211.7244,,,,
FDO24,11.1,Low Fat,0.176069023,Baking Goods,156.7604,156.7604,OUT013,1987,High,Tier 3,Supermarket Type1,4.8 out of 5,66,6600,,1901.5248,,,,
FDM08,10.1,reg,0.053574075,Fruits and Vegetables,223.7088,223.7088,OUT035,2004,Small,Tier 2,Supermarket Type1,4.7 out of 5,32,3200,,2684.5056,,,,
FDJ02,,Regular,0.044063785,Canned,147.2418,147.2418,OUT019,1985,Small,Tier 1,Grocery Store,4.3 out of 5,28,2800,,294.2836,,,,
FDW40,14,Regular,0.105573769,Frozen Foods,143.9812,143.9812,OUT018,2009,Medium,Tier 3,Supermarket Type2,4.3 out of 5,28,2800,,1139.8496,,,,
FDT46,,Low Fat,0.030657949,Snack Foods,50.5008,50.5008,OUT027,1985,Medium,Tier 3,Supermarket Type3,4.3 out of 5,28,2800,,1012.016,,,,
FDY08,9.395,Regular,0.172042892,Fruits and Vegetables,139.9838,139.9838,OUT017,2007,,Tier 2,Supermarket Type1,2 out of 5,,0,,1966.7732,,,,
FDM21,,Low Fat,0.064052392,Snack Foods,256.1646,256.1646,OUT027,1985,Medium,Tier 3,Supermarket Type3,2 out of 5,,0,,7472.2734,,,,
FDH26,,Regular,0.034531702,Canned,142.2496,142.2496,OUT027,1985,Medium,Tier 3,Supermarket Type3,2 out of 5,,0,,2399.5432,,,,
NCM42,6.13,Low Fat,0.028365524,Household,110.0912,110.0912,OUT049,1999,Medium,Tier 1,Supermarket Type1,5 out of 5,3,300,,1637.868,,,,
FDW13,8.5,Low Fat,0.097866209,Canned,51.1324,51.1324,OUT035,2004,Small,Tier 2,Supermarket Type1,4.8 out of 5,5,500,,1350.2424,,,,
FDN04,,Regular,0.01401884,Frozen Foods,178.1344,178.1344,OUT027,1985,Medium,Tier 3,Supermarket Type3,,,0,,3747.1224,,,,
NCD07,9.1,Low Fat,0,Household,114.4518,114.4518,OUT046,1997,Small,Tier 1,Supermarket Type1,,,0,,1593.9252,,,,
FDB34,15.25,Low Fat,0.044539371,Snack Foods,85.3198,85.3198,OUT010,1998,,Tier 3,Grocery Store,4.8 out of 5,6,600,,261.6594,,,,
FDD09,13.5,Low Fat,0,Fruits and Vegetables,179.9976,179.9976,OUT013,1987,High,Tier 3,Supermarket Type1,4.8 out of 5,6,600,,4889.6352,,,,
DRH59,10.8,low fat,0,Hard Drinks,72.338,72.338,OUT049,1999,Medium,Tier 1,Supermarket Type1,4.7 out of 5,37,3700,,805.618,,,,
DRN36,15.2,Low Fat,0.050168354,Soft Drinks,95.3752,95.3752,OUT035,2004,Small,Tier 2,Supermarket Type1,4.7 out of 5,37,3700,,1438.128,,,,
DRA24,19.35,Regular,0.040154087,Soft Drinks,164.6868,164.6868,OUT017,2007,,Tier 2,Supermarket Type1,4.4 out of 5,28,2800,,1146.5076,,,,
FDY36,,Low Fat,0.009364957,Baking Goods,74.238,74.238,OUT027,1985,Medium,Tier 3,Supermarket Type3,4.4 out of 5,55,5500,,1171.808,,,,
